month_year,final_country,final_sub_region,final_received_usd,final_deposits
2019-03,Afghanistan,Southern Asia,487023.9753,313.1105264
2019-03,Albania,Southern Europe,14587775.35,7472.904147
2019-03,Algeria,Northern Africa,173142890.5,85154.27333
2019-03,Andorra,Southern Europe,1625188.589,679.262498
2019-03,Angola,Sub-Saharan Africa,3606122.167,2422.297768
2019-03,Argentina,Latin America and the Caribbean,489051901.6,299220.2102
2019-03,Armenia,Western Asia,29790660.68,17233.75949
2019-03,Australia,Australia and New Zealand,778479660.8,454789.4689
2019-03,Austria,Western Europe,310886017.8,160115.3185
2019-03,Azerbaijan,Western Asia,53412327.4,23118.0715
2019-03,Bahamas,Latin America and the Caribbean,5392821.277,2719.090748
2019-03,Bahrain,Western Asia,7816701.342,3749.804973
2019-03,Bangladesh,Southern Asia,89882031.7,49890.79386
2019-03,Barbados,Latin America and the Caribbean,7650668.656,3745.573647
2019-03,Belarus,Eastern Europe,235730225.8,164206.9894
2019-03,Belgium,Western Europe,542785017.5,194047.6313
2019-03,Benin,Sub-Saharan Africa,2839021.743,3132.314602
2019-03,"Bolivia, Plurinational State of",Latin America and the Caribbean,35833700.51,16344.56415
2019-03,Bosnia and Herzegovina,Southern Europe,33382165.92,15493.68784
2019-03,Botswana,Sub-Saharan Africa,1315979.35,1196.231109
2019-03,Brazil,Latin America and the Caribbean,2196920656,1030878.129
2019-03,Brunei Darussalam,South-eastern Asia,8285487.062,3152.216216
2019-03,Bulgaria,Eastern Europe,382651798.7,158219.1906
2019-03,Cambodia,South-eastern Asia,51565377.41,24057.98948
2019-03,Cameroon,Sub-Saharan Africa,9300026.81,7670.713413
2019-03,Canada,Northern America,1139821962,490722.7015
2019-03,Chile,Latin America and the Caribbean,332366181.7,143917.8896
2019-03,China,Eastern Asia,8998906918,3709422.11
2019-03,Colombia,Latin America and the Caribbean,236740410.9,156981.1484
2019-03,"Congo, the Democratic Republic of the",Sub-Saharan Africa,2080547.315,1513.606563
2019-03,Costa Rica,Latin America and the Caribbean,28759708,19875.56247
2019-03,Croatia,Southern Europe,184186251.5,68682.08605
2019-03,Cuba,Latin America and the Caribbean,4439679.301,2397.416258
2019-03,Cyprus,Western Asia,130328257.3,48606.63285
2019-03,Czech Republic,Eastern Europe,802036955.8,288008.3448
2019-03,Côte d'Ivoire,Sub-Saharan Africa,5583813.301,5869.094702
2019-03,Denmark,Northern Europe,171016963.2,66896.92579
2019-03,Dominican Republic,Latin America and the Caribbean,56032004.34,27671.26779
2019-03,Ecuador,Latin America and the Caribbean,76593794.42,37755.24572
2019-03,Egypt,Northern Africa,314312305.8,148449.1674
2019-03,El Salvador,Latin America and the Caribbean,15772464.34,7429.659524
2019-03,Estonia,Northern Europe,101732616.3,43626.06629
2019-03,Ethiopia,Sub-Saharan Africa,8390400.322,3658.674163
2019-03,Fiji,Melanesia,769520.3237,386.4949298
2019-03,Finland,Northern Europe,186551239.1,71439.61115
2019-03,France,Western Europe,1348421650,557221.3051
2019-03,French Polynesia,Polynesia,696778.4466,69.41611215
2019-03,Georgia,Western Asia,91822405.87,45366.64549
2019-03,Germany,Western Europe,1792929911,829005.4931
2019-03,Ghana,Sub-Saharan Africa,49351472.99,34815.11222
2019-03,Greece,Southern Europe,180283825.1,122958.3534
2019-03,Guadeloupe,Latin America and the Caribbean,1076291.857,1380.736245
2019-03,Guam,Micronesia,2386563.155,986.2222637
2019-03,Guatemala,Latin America and the Caribbean,21128649.08,9323.23649
2019-03,Haiti,Latin America and the Caribbean,3171477.449,1467.616405
2019-03,Honduras,Latin America and the Caribbean,4250285.025,2299.731208
2019-03,Hong Kong,Other,1292905992,461439.7489
2019-03,Hungary,Eastern Europe,239215256.7,121321.1065
2019-03,Iceland,Northern Europe,19594999.67,6487.154114
2019-03,India,Southern Asia,1564922074,739544.5757
2019-03,Indonesia,South-eastern Asia,578662761.2,506878.6511
2019-03,"Iran, Islamic Republic of",Southern Asia,120854329.6,103224.401
2019-03,Iraq,Western Asia,14370326.12,28606.49007
2019-03,Ireland,Northern Europe,246042826.8,101158.6304
2019-03,Israel,Western Asia,172986147.2,86717.87729
2019-03,Italy,Southern Europe,705146125.7,354091.4527
2019-03,Jamaica,Latin America and the Caribbean,13605462.73,6619.349024
2019-03,Japan,Eastern Asia,645944979.8,196563.6631
2019-03,Jersey,Northern Europe,42936052.09,13765.06443
2019-03,Jordan,Western Asia,50453058.35,20915.73016
2019-03,Kazakhstan,Central Asia,236846008.5,145913.063
2019-03,Kenya,Sub-Saharan Africa,32337744.84,18639.3052
2019-03,"Korea, Republic of",Eastern Asia,5000741338,1624133.982
2019-03,Kuwait,Western Asia,93158022.34,34355.12022
2019-03,Kyrgyzstan,Central Asia,18315864.22,21182.10727
2019-03,Lao People's Democratic Republic,South-eastern Asia,13036992.31,7533.19015
2019-03,Latvia,Northern Europe,345617303.8,153559.9392
2019-03,Lebanon,Western Asia,13664043.47,8181.665802
2019-03,Libya,Northern Africa,14807753.18,6392.661608
2019-03,Lithuania,Northern Europe,358151511.9,131404.2351
2019-03,Luxembourg,Western Europe,43171572.84,12340.88869
2019-03,Macao,Other,16399851.95,5623.259929
2019-03,"Macedonia, the former Yugoslav Republic of",Southern Europe,33591465.17,19113.85877
2019-03,Madagascar,Sub-Saharan Africa,1300463.726,1063.200493
2019-03,Malaysia,South-eastern Asia,296418522.7,150129.9673
2019-03,Maldives,Southern Asia,1737936.548,835.4865664
2019-03,Mali,Sub-Saharan Africa,109445.1524,126.7925661
2019-03,Malta,Southern Europe,43745002.55,32792.34988
2019-03,Martinique,Latin America and the Caribbean,1965145.042,1194.26931
2019-03,Mauritius,Sub-Saharan Africa,11093656.1,9063.867893
2019-03,Mexico,Latin America and the Caribbean,549893653.9,288602.9988
2019-03,"Moldova, Republic of",Eastern Europe,137014870.7,78421.90452
2019-03,Mongolia,Eastern Asia,58670080.35,26418.33578
2019-03,Montenegro,Southern Europe,16575322.89,6205.664338
2019-03,Morocco,Northern Africa,206746960.9,90556.82791
2019-03,Mozambique,Sub-Saharan Africa,2050660.937,1207.779936
2019-03,Myanmar,South-eastern Asia,6789425.698,5674.643978
2019-03,Namibia,Sub-Saharan Africa,3370335.115,1630.087347
2019-03,Nepal,Southern Asia,28619057.42,13437.86608
2019-03,Netherlands,Western Europe,1461813147,757698.1317
2019-03,New Caledonia,Melanesia,28930682.32,10053.93432
2019-03,New Zealand,Australia and New Zealand,114627143.1,52713.3987
2019-03,Nicaragua,Latin America and the Caribbean,5309214.169,5080.650661
2019-03,Nigeria,Sub-Saharan Africa,114887416.8,87432.4778
2019-03,Norway,Northern Europe,296505221.7,121987.2691
2019-03,Oman,Western Asia,10819771.6,4960.82491
2019-03,Pakistan,Southern Asia,259220228.6,125984.2168
2019-03,"Palestine, State of",Western Asia,27821623.39,13069.71347
2019-03,Panama,Latin America and the Caribbean,32022505.23,14303.80072
2019-03,Paraguay,Latin America and the Caribbean,7534763.824,5054.542197
2019-03,Peru,Latin America and the Caribbean,169555223.7,86402.0065
2019-03,Philippines,South-eastern Asia,423149819.5,456236.6361
2019-03,Poland,Eastern Europe,1070356972,441830.2831
2019-03,Portugal,Southern Europe,227608052.5,99840.77754
2019-03,Puerto Rico,Latin America and the Caribbean,8570556.923,7625.115485
2019-03,Qatar,Western Asia,65378158.18,24245.82974
2019-03,Romania,Eastern Europe,346593360.4,153309.6761
2019-03,Russian Federation,Eastern Europe,3934008419,2038168.787
2019-03,Rwanda,Sub-Saharan Africa,1219587.751,1150.237913
2019-03,Réunion,Sub-Saharan Africa,4691680.121,2721.756001
2019-03,Saudi Arabia,Western Asia,140616592.8,63981.27468
2019-03,Senegal,Sub-Saharan Africa,12011486.32,5048.770137
2019-03,Serbia,Southern Europe,129673970.4,84635.16171
2019-03,Singapore,South-eastern Asia,357918480.4,156786.9924
2019-03,Slovakia,Eastern Europe,346914061.7,141760.2735
2019-03,Slovenia,Southern Europe,398275657.4,205114.1542
2019-03,South Africa,Sub-Saharan Africa,377491842.6,386488.4232
2019-03,Spain,Southern Europe,694866043.6,304569.9405
2019-03,Sri Lanka,Southern Asia,56404282.28,37539.9548
2019-03,Sudan,Northern Africa,7170790.393,5147.696986
2019-03,Sweden,Northern Europe,311072431.2,127439.3465
2019-03,Switzerland,Western Europe,547197896.1,213801.4441
2019-03,Syrian Arab Republic,Western Asia,6409202.857,2994.961403
2019-03,Taiwan,Eastern Asia,561561611.7,216502.0778
2019-03,Tajikistan,Central Asia,1838089.848,1653.798387
2019-03,"Tanzania, United Republic of",Sub-Saharan Africa,8850052.41,4846.197251
2019-03,Thailand,South-eastern Asia,606026045.2,549315.2246
2019-03,Trinidad and Tobago,Latin America and the Caribbean,6859763.731,3324.861865
2019-03,Tunisia,Northern Africa,45069455.19,25565.21637
2019-03,Turkey,Western Asia,2204605430,867480.4048
2019-03,Turkmenistan,Central Asia,7254257.937,9050.974624
2019-03,Uganda,Sub-Saharan Africa,24050343.48,10194.3328
2019-03,Ukraine,Eastern Europe,1863311976,1361986.032
2019-03,United Arab Emirates,Western Asia,220251923.5,94845.76889
2019-03,United Kingdom,Northern Europe,1688436538,948193.0862
2019-03,United States,North America,185364.249,24
2019-03,United States,Northern America,7892896978,3816130.238
2019-03,Uruguay,Latin America and the Caribbean,29512955.06,16204.39942
2019-03,Uzbekistan,Central Asia,21727706.17,14914.48547
2019-03,"Venezuela, Bolivarian Republic of",Latin America and the Caribbean,360614439,273650.4519
2019-03,"Venezuela, Bolivarian Republic of",South America,401.32959,169
2019-03,Vietnam,South-eastern Asia,2724706619,1144094.917
2019-03,Yemen,Western Asia,11660611.24,4374.466893
2019-03,Zambia,Sub-Saharan Africa,1882641.847,1927.737513
2019-03,Zimbabwe,Sub-Saharan Africa,1919243.003,1294.482766
2019-04,Afghanistan,Southern Asia,1564691.674,996.8337517
2019-04,Albania,Southern Europe,28739974.14,9031.134367
2019-04,Algeria,Northern Africa,263469851.4,81626.62218
2019-04,Andorra,Southern Europe,7872293.24,381.3481549
2019-04,Angola,Sub-Saharan Africa,7404715.448,2219.251519
2019-04,Argentina,Latin America and the Caribbean,1000535663,280471.0965
2019-04,Armenia,Western Asia,45324256.01,21547.4064
2019-04,Australia,Australia and New Zealand,1800906197,544975.2391
2019-04,Austria,Western Europe,627232040.2,156597.3384
2019-04,Azerbaijan,Western Asia,87368132.96,25532.02598
2019-04,Bahamas,Latin America and the Caribbean,14267925.79,3855.372402
2019-04,Bahrain,Western Asia,17049470.99,4320.373967
2019-04,Bangladesh,Southern Asia,139401777.8,50756.1164
2019-04,Barbados,Latin America and the Caribbean,73927241.25,17146.5001
2019-04,Belarus,Eastern Europe,400800973.9,159719.1957
2019-04,Belgium,Western Europe,740775239.2,184535.0162
2019-04,Benin,Sub-Saharan Africa,24036024.95,6124.409842
2019-04,Bermuda,Northern America,10317941.46,19167.96536
2019-04,"Bolivia, Plurinational State of",Latin America and the Caribbean,56115248.65,14622.04088
2019-04,Bosnia and Herzegovina,Southern Europe,83078400.88,24043.71308
2019-04,Botswana,Sub-Saharan Africa,8332278.162,4195.96203
2019-04,Brazil,Latin America and the Caribbean,3984521638,1369035.69
2019-04,Brunei Darussalam,South-eastern Asia,6192818.783,1354.361752
2019-04,Bulgaria,Eastern Europe,781219247.1,198117.8601
2019-04,Cambodia,South-eastern Asia,253545775.4,64231.9973
2019-04,Cameroon,Sub-Saharan Africa,24983911.44,11775.58433
2019-04,Canada,Northern America,2242764173,603491.9081
2019-04,Chile,Latin America and the Caribbean,426161062.5,119398.6065
2019-04,China,Eastern Asia,17911303349,4684663.473
2019-04,Colombia,Latin America and the Caribbean,555348538.5,226820.2896
2019-04,"Congo, the Democratic Republic of the",Sub-Saharan Africa,9647847.843,3089.447898
2019-04,Costa Rica,Latin America and the Caribbean,55095080.36,18155.05302
2019-04,Croatia,Southern Europe,336541719.2,78150.35964
2019-04,Cuba,Latin America and the Caribbean,4830349.43,1979.346712
2019-04,Cyprus,Western Asia,78764202.39,18187.90912
2019-04,Czech Republic,Eastern Europe,1082776483,330350.8959
2019-04,Côte d'Ivoire,Sub-Saharan Africa,9024384.583,5999.405686
2019-04,Denmark,Northern Europe,388633223.7,92114.91385
2019-04,Dominican Republic,Latin America and the Caribbean,71556816.5,22851.09139
2019-04,Ecuador,Latin America and the Caribbean,69430761.86,26797.3743
2019-04,Egypt,Northern Africa,673515803.8,198935.6609
2019-04,El Salvador,Latin America and the Caribbean,25206970.22,7572.291243
2019-04,Estonia,Northern Europe,160051620.3,50476.78332
2019-04,Ethiopia,Sub-Saharan Africa,11317466.03,3341.423295
2019-04,Fiji,Melanesia,2490697.91,2478.345773
2019-04,Finland,Northern Europe,322874512.3,83499.8613
2019-04,France,Western Europe,2677277649,666538.738
2019-04,French Guiana,Latin America and the Caribbean,481064.0654,228.5883905
2019-04,French Polynesia,Polynesia,2110495.906,1335.181484
2019-04,Gabon,Sub-Saharan Africa,39339217.21,9187.844039
2019-04,Georgia,Western Asia,199835670.2,68432.15085
2019-04,Germany,Western Europe,3628542431,915119.4005
2019-04,Ghana,Sub-Saharan Africa,60993699.26,25723.29549
2019-04,Greece,Southern Europe,312644736.7,127764.152
2019-04,Guadeloupe,Latin America and the Caribbean,715810.0136,328.4371861
2019-04,Guam,Micronesia,9177510.957,2195.254907
2019-04,Guatemala,Latin America and the Caribbean,54517063.88,20478.54399
2019-04,Haiti,Latin America and the Caribbean,429371.7787,307.3082618
2019-04,Honduras,Latin America and the Caribbean,7234304.233,2550.582009
2019-04,Hong Kong,Other,1888175020,482640.6035
2019-04,Hungary,Eastern Europe,319287703.6,124551.3653
2019-04,Iceland,Northern Europe,24763370.72,5393.91075
2019-04,India,Southern Asia,2269371168,664379.3747
2019-04,Indonesia,South-eastern Asia,1094761783,579623.7902
2019-04,"Iran, Islamic Republic of",Southern Asia,260797100.7,137628.8775
2019-04,Iraq,Western Asia,44958235.22,14906.68798
2019-04,Ireland,Northern Europe,320503598.8,87905.45221
2019-04,Israel,Western Asia,449296686.1,116278.7987
2019-04,Italy,Southern Europe,1160633463,396545.9727
2019-04,Jamaica,Latin America and the Caribbean,41516123.35,9040.067402
2019-04,Japan,Eastern Asia,1334490474,296522.6999
2019-04,Jersey,Northern Europe,1705594.277,490.1613112
2019-04,Jordan,Western Asia,75315810.92,19106.41703
2019-04,Kazakhstan,Central Asia,321090637.3,140344.6435
2019-04,Kenya,Sub-Saharan Africa,67768654.87,23653.24516
2019-04,"Korea, Republic of",Eastern Asia,7630642526,1788213.938
2019-04,Kuwait,Western Asia,109518016.1,28926.23667
2019-04,Kyrgyzstan,Central Asia,47420119.16,21347.02876
2019-04,Lao People's Democratic Republic,South-eastern Asia,70913029.46,22427.85682
2019-04,Latvia,Northern Europe,569597155.2,153880.1952
2019-04,Lebanon,Western Asia,39536418.1,14389.28859
2019-04,Libya,Northern Africa,35508853.91,8998.832204
2019-04,Lithuania,Northern Europe,541800523.5,107178.5752
2019-04,Luxembourg,Western Europe,105197451.3,16308.92069
2019-04,Macao,Other,724953252.7,163254.1277
2019-04,"Macedonia, the former Yugoslav Republic of",Southern Europe,55924015.71,17593.89633
2019-04,Madagascar,Sub-Saharan Africa,1741912.562,1160.659495
2019-04,Malaysia,South-eastern Asia,704832053.4,200990.7469
2019-04,Maldives,Southern Asia,1195167.661,376.6554364
2019-04,Mali,Sub-Saharan Africa,625616.6356,218.2286567
2019-04,Malta,Southern Europe,123419211.2,24662.06234
2019-04,Martinique,Latin America and the Caribbean,2496060.789,1632.109785
2019-04,Mauritius,Sub-Saharan Africa,31163172.71,11596.07842
2019-04,Mexico,Latin America and the Caribbean,943701054.2,343557.9864
2019-04,"Moldova, Republic of",Eastern Europe,189912320.4,75830.92404
2019-04,Mongolia,Eastern Asia,72405242.59,27200.1969
2019-04,Montenegro,Southern Europe,40226508.69,10583.57738
2019-04,Morocco,Northern Africa,340952703.1,94344.66909
2019-04,Mozambique,Sub-Saharan Africa,14260242.52,4647.432451
2019-04,Myanmar,South-eastern Asia,4125578.924,1991.652516
2019-04,Namibia,Sub-Saharan Africa,3293344.892,1003.278298
2019-04,Nepal,Southern Asia,45027462.52,13222.32779
2019-04,Netherlands,Western Europe,2568104899,806303.1482
2019-04,New Caledonia,Melanesia,9212997.059,1840.536903
2019-04,New Zealand,Australia and New Zealand,274977821.8,74901.63686
2019-04,Nicaragua,Latin America and the Caribbean,9974877.616,4475.556533
2019-04,Nigeria,Sub-Saharan Africa,235189426.8,112356.4044
2019-04,Norway,Northern Europe,567916038.7,149692.9988
2019-04,Oman,Western Asia,19135021.44,5049.196826
2019-04,Pakistan,Southern Asia,489369726.5,169624.5903
2019-04,"Palestine, State of",Western Asia,46550681.81,13818.99088
2019-04,Panama,Latin America and the Caribbean,53034366.16,16652.00671
2019-04,Paraguay,Latin America and the Caribbean,12705414.88,5866.817811
2019-04,Peru,Latin America and the Caribbean,193799734.8,65331.78369
2019-04,Philippines,South-eastern Asia,915764930.4,521575.2753
2019-04,Poland,Eastern Europe,1935152188,456189.4625
2019-04,Portugal,Southern Europe,346102949.8,110768.3273
2019-04,Puerto Rico,Latin America and the Caribbean,28682770.69,8740.740943
2019-04,Qatar,Western Asia,75020876.22,18049.05895
2019-04,Romania,Eastern Europe,607044275.6,163787.9778
2019-04,Russian Federation,Eastern Europe,7495610903,2282742.487
2019-04,Rwanda,Sub-Saharan Africa,3184871.204,1679.962168
2019-04,Réunion,Sub-Saharan Africa,7447504.378,3897.142403
2019-04,Saudi Arabia,Western Asia,259241639.4,65721.18834
2019-04,Senegal,Sub-Saharan Africa,48070436.75,16804.79412
2019-04,Serbia,Southern Europe,298809908.3,94871.8248
2019-04,Singapore,South-eastern Asia,932698892.5,242831.9611
2019-04,Slovakia,Eastern Europe,473454169.5,115420.9002
2019-04,Slovenia,Southern Europe,715188783.9,191453.1384
2019-04,Somalia,Sub-Saharan Africa,2345390.496,1239.087925
2019-04,South Africa,Sub-Saharan Africa,557768031,180456.2189
2019-04,Spain,Southern Europe,1422675904,426468.2884
2019-04,Sri Lanka,Southern Asia,94869838.54,27205.1161
2019-04,Sudan,Northern Africa,11361248.43,5188.184476
2019-04,Sweden,Northern Europe,591571834.1,139446.998
2019-04,Switzerland,Western Europe,980117380.7,223195.4699
2019-04,Syrian Arab Republic,Western Asia,20053278.2,5138.343634
2019-04,Taiwan,Eastern Asia,1233305268,470333.9562
2019-04,Tajikistan,Central Asia,4812054.091,2391.405969
2019-04,"Tanzania, United Republic of",Sub-Saharan Africa,16180378.38,6370.353261
2019-04,Thailand,South-eastern Asia,1088813968,657022.6717
2019-04,Togo,Sub-Saharan Africa,8250027.509,2117.528956
2019-04,Trinidad and Tobago,Latin America and the Caribbean,25049670.88,7084.958546
2019-04,Tunisia,Northern Africa,99496954.13,30981.01305
2019-04,Turkey,Western Asia,3970222853,976144.9047
2019-04,Turkmenistan,Central Asia,18704185.52,25433.15853
2019-04,Uganda,Sub-Saharan Africa,37189218.8,13180.47592
2019-04,Ukraine,Eastern Europe,3173008153,1488035.071
2019-04,United Arab Emirates,Western Asia,273799179.9,69101.85613
2019-04,United Kingdom,Northern Europe,3693026856,1542963.858
2019-04,United States,North America,130236.4195,24
2019-04,United States,Northern America,13925053394,4099025.444
2019-04,Uruguay,Latin America and the Caribbean,60334614.22,16149.87333
2019-04,Uzbekistan,Central Asia,40309280.25,14934.83406
2019-04,"Venezuela, Bolivarian Republic of",Latin America and the Caribbean,747796286.2,308963.4671
2019-04,"Venezuela, Bolivarian Republic of",South America,9750.90358,161
2019-04,Vietnam,South-eastern Asia,3470905454,971446.8934
2019-04,Yemen,Western Asia,10339815.43,3105.489395
2019-04,Zambia,Sub-Saharan Africa,10439159.98,4327.020398
2019-04,Zimbabwe,Sub-Saharan Africa,6203397.115,3170.226636
2019-05,Afghanistan,Southern Asia,1021634.167,597.3035536
2019-05,Albania,Southern Europe,26356448.27,7792.486412
2019-05,Algeria,Northern Africa,313349441.7,90195.58858
2019-05,Andorra,Southern Europe,17269375.66,2784.4775
2019-05,Angola,Sub-Saharan Africa,4569360.472,1508.767021
2019-05,Argentina,Latin America and the Caribbean,868346501.1,221362.3065
2019-05,Armenia,Western Asia,40649738.23,21630.65005
2019-05,Australia,Australia and New Zealand,2185609298,601025.6693
2019-05,Austria,Western Europe,691909340.9,194968.0482
2019-05,Azerbaijan,Western Asia,478591614.4,106058.9081
2019-05,Bahamas,Latin America and the Caribbean,12349619.56,4247.197624
2019-05,Bahrain,Western Asia,25382087.73,5372.698411
2019-05,Bangladesh,Southern Asia,124311400.3,44995.13664
2019-05,Barbados,Latin America and the Caribbean,6892244.069,1888.605461
2019-05,Belarus,Eastern Europe,479018207.4,168290.9056
2019-05,Belgium,Western Europe,950942272.7,228526.9233
2019-05,Benin,Sub-Saharan Africa,34847306.4,8215.661753
2019-05,Bermuda,Northern America,2185912.548,566.1960463
2019-05,"Bolivia, Plurinational State of",Latin America and the Caribbean,53552750.03,14913.64221
2019-05,Bosnia and Herzegovina,Southern Europe,71585211.05,20392.01813
2019-05,Botswana,Sub-Saharan Africa,5937002.842,2952.558282
2019-05,Brazil,Latin America and the Caribbean,5145987550,1615738.651
2019-05,Brazil,South America,3830935.644,64
2019-05,Brunei Darussalam,South-eastern Asia,4781364.878,1067.912365
2019-05,Bulgaria,Eastern Europe,949792273.6,220451.5435
2019-05,Cambodia,South-eastern Asia,110786069.2,25391.64175
2019-05,Cameroon,Sub-Saharan Africa,18863947.93,11178.78538
2019-05,Canada,Northern America,2742673844,651750.3782
2019-05,Chile,Latin America and the Caribbean,482570688.6,140274.9014
2019-05,China,Eastern Asia,27445754995,6642438.582
2019-05,Colombia,Latin America and the Caribbean,791899210.3,256476.0102
2019-05,"Congo, the Democratic Republic of the",Sub-Saharan Africa,2402034.219,1566.050195
2019-05,Costa Rica,Latin America and the Caribbean,74217798.09,20958.82453
2019-05,Croatia,Southern Europe,389939454.8,80720.79782
2019-05,Cuba,Latin America and the Caribbean,3157572.756,2784.617245
2019-05,Cyprus,Western Asia,90086103.56,18419.45267
2019-05,Czech Republic,Eastern Europe,1303373012,254141.7044
2019-05,Côte d'Ivoire,Sub-Saharan Africa,9451200.211,7004.474811
2019-05,Denmark,Northern Europe,524620003.6,128117.0118
2019-05,Dominican Republic,Latin America and the Caribbean,84662423.61,28400.61801
2019-05,Ecuador,Latin America and the Caribbean,58485413.03,26651.66847
2019-05,Egypt,Northern Africa,441967939.1,130871.0413
2019-05,El Salvador,Latin America and the Caribbean,17558993.49,6906.760336
2019-05,Estonia,Northern Europe,246335356.3,78792.77096
2019-05,Ethiopia,Sub-Saharan Africa,5695178.654,1838.062948
2019-05,Fiji,Melanesia,906420.9127,513.0371606
2019-05,Finland,Northern Europe,448524399.3,99523.57509
2019-05,France,Western Europe,2988641566,665277.9161
2019-05,French Polynesia,Polynesia,2886932.706,400.6280505
2019-05,Georgia,Western Asia,204301413.6,64311.73602
2019-05,Germany,Western Europe,3578793932,887691.0865
2019-05,Ghana,Sub-Saharan Africa,55024043.66,24866.39623
2019-05,Greece,Southern Europe,281113191.3,152887.8892
2019-05,Guadeloupe,Latin America and the Caribbean,197624.3255,86.62721525
2019-05,Guam,Micronesia,18777468.95,4725.65981
2019-05,Guatemala,Latin America and the Caribbean,24732496.28,7226.135585
2019-05,Haiti,Latin America and the Caribbean,2464792.953,831.6747128
2019-05,Honduras,Latin America and the Caribbean,4410331.441,1493.004852
2019-05,Hong Kong,Other,1938910893,425404.1139
2019-05,Hungary,Eastern Europe,300642702.8,100087.6167
2019-05,Iceland,Northern Europe,50645863.04,9290.074945
2019-05,India,Southern Asia,2072760213,574271.3141
2019-05,Indonesia,South-eastern Asia,1174450105,628448.7899
2019-05,"Iran, Islamic Republic of",Southern Asia,276478103.4,128321.1183
2019-05,Iraq,Western Asia,53222772.04,16933.61707
2019-05,Ireland,Northern Europe,333152415.5,69471.15492
2019-05,Israel,Western Asia,487785391.8,132357.7689
2019-05,Italy,Southern Europe,1413189073,417274.4042
2019-05,Jamaica,Latin America and the Caribbean,27515391.08,7645.799482
2019-05,Japan,Eastern Asia,1453187187,293507.1829
2019-05,Jersey,Northern Europe,1680386.191,452.2497412
2019-05,Jordan,Western Asia,68743281.03,17277.34824
2019-05,Kazakhstan,Central Asia,360128324.7,143645.9785
2019-05,Kenya,Sub-Saharan Africa,71003265.43,26138.63781
2019-05,"Korea, Republic of",Eastern Asia,9515553620,2017414.147
2019-05,Kuwait,Western Asia,132408479.8,34199.07966
2019-05,Kyrgyzstan,Central Asia,50080821.01,21352.05345
2019-05,Lao People's Democratic Republic,South-eastern Asia,89129070.5,47273.05477
2019-05,Latvia,Northern Europe,411540788.4,109741.4272
2019-05,Lebanon,Western Asia,52331590.49,16155.87374
2019-05,Libya,Northern Africa,49257867.79,12385.80114
2019-05,Lithuania,Northern Europe,606803125.9,116328.453
2019-05,Luxembourg,Western Europe,84174415.54,12659.28353
2019-05,Macao,Other,40911156.77,8455.235082
2019-05,"Macedonia, the former Yugoslav Republic of",Southern Europe,37071068.57,11561.01127
2019-05,Madagascar,Sub-Saharan Africa,3692204.548,1684.314503
2019-05,Malaysia,South-eastern Asia,1073040815,298254.3276
2019-05,Maldives,Southern Asia,887825.2086,359.7808145
2019-05,Mali,Sub-Saharan Africa,106891.2117,109.2784577
2019-05,Malta,Southern Europe,178454153.1,31526.70665
2019-05,Martinique,Latin America and the Caribbean,1316841.348,824.6646929
2019-05,Mauritius,Sub-Saharan Africa,50443951.93,13100.39156
2019-05,Mexico,Latin America and the Caribbean,792183735,302487.9075
2019-05,"Moldova, Republic of",Eastern Europe,160097405,74525.10205
2019-05,Mongolia,Eastern Asia,183150951.2,66962.48142
2019-05,Montenegro,Southern Europe,24309489.49,8076.976438
2019-05,Morocco,Northern Africa,263958024.4,72855.7701
2019-05,Mozambique,Sub-Saharan Africa,18367418.09,5550.325791
2019-05,Myanmar,South-eastern Asia,14953360.4,3578.655015
2019-05,Namibia,Sub-Saharan Africa,6657804.098,2608.964636
2019-05,Nepal,Southern Asia,29786704.5,10561.7265
2019-05,Netherlands,Western Europe,3145423436,768727.2085
2019-05,New Caledonia,Melanesia,3629443.5,489.9403918
2019-05,New Zealand,Australia and New Zealand,359595902.1,81767.55688
2019-05,Nicaragua,Latin America and the Caribbean,7668921.158,3822.318457
2019-05,Nigeria,Sub-Saharan Africa,293950083.5,126675.2036
2019-05,Norway,Northern Europe,603457156.4,135525.5069
2019-05,Oman,Western Asia,6921660.746,1601.377663
2019-05,Pakistan,Southern Asia,478204241.7,151894.9333
2019-05,"Palestine, State of",Western Asia,53311191.7,16643.75698
2019-05,Panama,Latin America and the Caribbean,51347226.93,16195.23893
2019-05,Paraguay,Latin America and the Caribbean,17740137.04,8903.250431
2019-05,Peru,Latin America and the Caribbean,310798592.9,115312.9621
2019-05,Philippines,South-eastern Asia,886698071.1,458866.2683
2019-05,Poland,Eastern Europe,2539700638,578836.9786
2019-05,Portugal,Southern Europe,479618385.6,124281.6202
2019-05,Puerto Rico,Latin America and the Caribbean,38148898.02,10536.55882
2019-05,Qatar,Western Asia,72246426.73,21630.43659
2019-05,Romania,Eastern Europe,622470157.1,158738.9381
2019-05,Russian Federation,Eastern Europe,7903455604,2286728.738
2019-05,Rwanda,Sub-Saharan Africa,6038986.894,3714.502507
2019-05,Réunion,Sub-Saharan Africa,7786068.301,2398.554407
2019-05,Saudi Arabia,Western Asia,376236993,92374.47338
2019-05,Senegal,Sub-Saharan Africa,60217134.48,21968.84031
2019-05,Serbia,Southern Europe,372405136.6,106088.0985
2019-05,Singapore,South-eastern Asia,1062478139,255951.7735
2019-05,Slovakia,Eastern Europe,688679540,147249.9351
2019-05,Slovenia,Southern Europe,702253560.3,174402.0097
