month_year,final_country,final_sub_region,final_received_usd,final_deposits
2021-11,India,Southern Asia,66493112190,4235715.433
2021-11,Indonesia,South-eastern Asia,14742306585,1215453.186
2021-11,"Iran, Islamic Republic of",Southern Asia,5636109514,742574.2957
2021-11,Iraq,Western Asia,2757695039,224036.3467
2021-11,Ireland,Northern Europe,5888708052,416715.2555
2021-11,Israel,Western Asia,5638060061,391304.9148
2021-11,Italy,Southern Europe,27916912038,1809123.876
2021-11,Jamaica,Latin America and the Caribbean,870877463.8,82097.42323
2021-11,Japan,Eastern Asia,35479441268,2363132.624
2021-11,Jersey,Northern Europe,338839069.3,30376.62224
2021-11,Jordan,Western Asia,2014774747,141807.6758
2021-11,Kazakhstan,Central Asia,11496212523,796449.9686
2021-11,Kenya,Sub-Saharan Africa,2301679544,163100.0078
2021-11,"Korea, Republic of",Eastern Asia,63678979654,3269427.198
2021-11,Kuwait,Western Asia,2234748947,170636.4735
2021-11,Kyrgyzstan,Central Asia,1346878421,101725.0552
2021-11,Lao People's Democratic Republic,South-eastern Asia,2076970167,188790.4252
2021-11,Latvia,Northern Europe,3650640656,257403.2868
2021-11,Lebanon,Western Asia,1953613630,141594.0115
2021-11,Libya,Northern Africa,830358148.1,56045.49705
2021-11,Lithuania,Northern Europe,4240887674,309161.0509
2021-11,Luxembourg,Western Europe,1444296792,101762.374
2021-11,Macao,Eastern Asia,21619567.16,3421.435713
2021-11,Macao,Other,371079710.5,25940.86534
2021-11,"Macedonia, the former Yugoslav Republic of",Southern Europe,982596270,98673.32473
2021-11,Madagascar,Sub-Saharan Africa,164805600.7,11735.12613
2021-11,Malawi,Sub-Saharan Africa,10383603.36,456.930064
2021-11,Malaysia,South-eastern Asia,13901066292,978269.4094
2021-11,Maldives,Southern Asia,133390216.5,10351.40721
2021-11,Mali,Sub-Saharan Africa,315774529.8,18514.10689
2021-11,Malta,Southern Europe,1554706675,85331.62937
2021-11,Martinique,Latin America and the Caribbean,153748830.1,9605.047402
2021-11,Mauritius,Sub-Saharan Africa,669166956,43197.05621
2021-11,Mexico,Latin America and the Caribbean,18716290658,1365664.082
2021-11,"Moldova, Republic of",Eastern Europe,4350585194,274773.9615
2021-11,Mongolia,Eastern Asia,3942974451,282659.489
2021-11,Montenegro,Southern Europe,606934742.6,42649.56022
2021-11,Morocco,Northern Africa,10216440877,705495.3356
2021-11,Mozambique,Sub-Saharan Africa,139757576.3,7610.959036
2021-11,Myanmar,South-eastern Asia,1132672132,78670.28127
2021-11,Namibia,Sub-Saharan Africa,199511230.3,14081.36345
2021-11,Nepal,Southern Asia,1522280221,104122.4983
2021-11,Netherlands,Western Europe,38451016519,2359199.401
2021-11,New Caledonia,Melanesia,614140757.1,36986.26515
2021-11,New Zealand,Australia and New Zealand,6387685878,471911.6136
2021-11,Nicaragua,Latin America and the Caribbean,564250327.1,36425.1546
2021-11,Nigeria,Sub-Saharan Africa,7224457042,712199.1664
2021-11,Norway,Northern Europe,6127979123,488854.613
2021-11,Oman,Western Asia,991178199.4,76229.67057
2021-11,Pakistan,Southern Asia,11312972415,768447.3022
2021-11,"Palestine, State of",Western Asia,1787702661,133615.6854
2021-11,Panama,Latin America and the Caribbean,3472467001,253986.7275
2021-11,Paraguay,Latin America and the Caribbean,1630335468,108372.7139
2021-11,Peru,Latin America and the Caribbean,7545252642,501746.6242
2021-11,Philippines,South-eastern Asia,43706242947,3703327.328
2021-11,Poland,Eastern Europe,26826604786,1748857
2021-11,Portugal,Southern Europe,12688422682,817551.8826
2021-11,Puerto Rico,Latin America and the Caribbean,1394303727,102564.1823
2021-11,Qatar,Western Asia,1615516311,112592.8005
2021-11,Romania,Eastern Europe,12555849873,879848.3773
2021-11,Russian Federation,Eastern Europe,91936290589,5998708.82
2021-11,Rwanda,Sub-Saharan Africa,38156659.26,3996.813273
2021-11,Réunion,Sub-Saharan Africa,911799757.8,60800.26925
2021-11,Saint Lucia,Latin America and the Caribbean,543870314.7,66560.27208
2021-11,Saudi Arabia,Western Asia,11177828587,810611.9737
2021-11,Senegal,Sub-Saharan Africa,389264645.7,25202.02249
2021-11,Serbia,Southern Europe,4663828415,361485.9698
2021-11,Seychelles,Sub-Saharan Africa,505744937.5,46801.4688
2021-11,Singapore,South-eastern Asia,28667557275,1597623.366
2021-11,Slovakia,Eastern Europe,6773584649,433372.6591
2021-11,Slovenia,Southern Europe,5643287193,350605.704
2021-11,Somalia,Sub-Saharan Africa,126399602.9,6840.114438
2021-11,South Africa,Sub-Saharan Africa,6435283210,565281.6194
2021-11,Spain,Southern Europe,36800016413,2481246.156
2021-11,Sri Lanka,Southern Asia,4228174110,286051.7891
2021-11,Suriname,Latin America and the Caribbean,352335222.1,25730.4173
2021-11,Sweden,Northern Europe,7557031411,568887.4818
2021-11,Switzerland,Western Europe,19189799486,1225109.36
2021-11,Syrian Arab Republic,Western Asia,502338947,28480.13467
2021-11,Taiwan,Eastern Asia,18365534551,963392.08
2021-11,Tajikistan,Central Asia,81452041.91,12514.19113
2021-11,"Tanzania, United Republic of",Sub-Saharan Africa,596108100.7,55517.85576
2021-11,Thailand,South-eastern Asia,36182695520,2677470.411
2021-11,Togo,Sub-Saharan Africa,775940244.3,49789.38828
2021-11,Trinidad and Tobago,Latin America and the Caribbean,754925039.1,45108.11704
2021-11,Tunisia,Northern Africa,2024212841,172623.2326
2021-11,Turkey,Western Asia,90156303787,6092455.768
2021-11,Turkmenistan,Central Asia,98367.44077,14.40055259
2021-11,Uganda,Sub-Saharan Africa,420888962.1,26278.03555
2021-11,Ukraine,Eastern Europe,40265353499,2747292.494
2021-11,United Arab Emirates,Western Asia,11423867601,753750.2419
2021-11,United Kingdom,Northern Europe,52849689375,3672969.916
2021-11,United States,North America,322942.4088,28
2021-11,United States,Northern America,2.08327E+11,16742146.44
2021-11,Uruguay,Latin America and the Caribbean,3287620921,219436.9179
2021-11,Uzbekistan,Central Asia,3127869564,195148.0543
2021-11,"Venezuela, Bolivarian Republic of",Latin America and the Caribbean,17445661301,1163516.338
2021-11,"Venezuela, Bolivarian Republic of",South America,218070.4138,8
2021-11,Vietnam,South-eastern Asia,47520279656,3289477.065
2021-11,"Virgin Islands, U.S.",Latin America and the Caribbean,163707733,12797.92556
2021-11,Yemen,Western Asia,922841077.9,81956.01615
2021-11,Zambia,Sub-Saharan Africa,196116221.4,13750.33418
2021-11,Zimbabwe,Sub-Saharan Africa,184384227.7,12077.60041
2021-12,Albania,Southern Europe,1205741632,98821.78159
2021-12,Algeria,Northern Africa,5839923827,422912.073
2021-12,Andorra,Southern Europe,2545735192,60744.32674
2021-12,Angola,Sub-Saharan Africa,225863871.4,17390.3594
2021-12,Argentina,Latin America and the Caribbean,45529589496,3071665.656
2021-12,Armenia,Western Asia,4400328005,225593.4162
2021-12,Australia,Australia and New Zealand,29991807288,2095067.402
2021-12,Austria,Western Europe,8951431646,561957.3538
2021-12,Azerbaijan,Western Asia,1937273908,137974.8005
2021-12,Bahamas,Latin America and the Caribbean,214726238.4,20054.37044
2021-12,Bahrain,Western Asia,730069662.5,60731.03536
2021-12,Bangladesh,Southern Asia,5164262819,388887.2852
2021-12,Barbados,Latin America and the Caribbean,115945287.4,8748.470358
2021-12,Belarus,Eastern Europe,7939348294,557354.7548
2021-12,Belgium,Western Europe,11461793624,779222.3539
2021-12,Belize,Latin America and the Caribbean,417837243.1,37127.85055
2021-12,Benin,Sub-Saharan Africa,335394553.3,26440.95999
2021-12,"Bolivia, Plurinational State of",Latin America and the Caribbean,3337273737,212984.5211
2021-12,Bosnia and Herzegovina,Southern Europe,1103488078,80746.59333
2021-12,Botswana,Sub-Saharan Africa,77619672.12,6919.230372
2021-12,Brazil,Latin America and the Caribbean,67251706251,4590321.715
2021-12,Brunei Darussalam,South-eastern Asia,282742892.9,24485.477
2021-12,Bulgaria,Eastern Europe,10227822601,563879.6994
2021-12,Burkina Faso,Sub-Saharan Africa,67492530.15,15862.56349
2021-12,Cambodia,South-eastern Asia,2492193631,186457.2635
2021-12,Cameroon,Sub-Saharan Africa,212348523.2,28841.83516
2021-12,Canada,Northern America,38300896795,2998379.803
2021-12,Chile,Latin America and the Caribbean,12733458044,884650.1224
2021-12,China,Eastern Asia,26185654548,1315336.322
2021-12,Colombia,Latin America and the Caribbean,19575890247,1369837.794
2021-12,Congo,Sub-Saharan Africa,304155493.7,26278.8754
2021-12,"Congo, the Democratic Republic of the",Sub-Saharan Africa,209354319.3,15294.06912
2021-12,Costa Rica,Latin America and the Caribbean,2465173210,176353.7919
2021-12,Croatia,Southern Europe,4680006394,318533.0755
2021-12,Cuba,Latin America and the Caribbean,213615204.5,46006.88226
2021-12,Cyprus,Western Asia,1856081250,138138.323
2021-12,Czech Republic,Eastern Europe,14809350701,918378.8031
2021-12,Côte d'Ivoire,Sub-Saharan Africa,1168676978,90334.55244
2021-12,Denmark,Northern Europe,4968520329,372640.6422
2021-12,Dominican Republic,Latin America and the Caribbean,4801243199,346678.8558
2021-12,Ecuador,Latin America and the Caribbean,6244345381,429871.6576
2021-12,Egypt,Northern Africa,4327947197,284785.4507
2021-12,El Salvador,Latin America and the Caribbean,2853517704,219092.1611
2021-12,Estonia,Northern Europe,5195622418,325675.2055
2021-12,Ethiopia,Sub-Saharan Africa,421579364.5,33817.5702
2021-12,Fiji,Melanesia,51046193.54,4044.233372
2021-12,Finland,Northern Europe,6670115414,471178.8224
2021-12,France,Western Europe,48163834050,2652888.778
2021-12,French Polynesia,Polynesia,140839196.7,9800.016573
2021-12,Gabon,Sub-Saharan Africa,208122279.3,17885.05872
2021-12,Georgia,Western Asia,3774289933,277082.908
2021-12,Germany,Western Europe,86483281777,4238077.321
2021-12,Ghana,Sub-Saharan Africa,1539382019,127707.6923
2021-12,Greece,Southern Europe,6033332436,449702.0007
2021-12,Guadeloupe,Latin America and the Caribbean,331260292,21952.46914
2021-12,Guam,Micronesia,21313863.05,861.149332
2021-12,Guatemala,Latin America and the Caribbean,1865199719,110037.8367
2021-12,Guernsey,Northern Europe,40002406.42,9008.546533
2021-12,Guyana,Latin America and the Caribbean,175317293.2,12350.26613
2021-12,Honduras,Latin America and the Caribbean,17664501265,53782.21846
2021-12,Hong Kong,Eastern Asia,1167291353,144592.6801
2021-12,Hong Kong,Other,14396612463,865566.7793
2021-12,Hungary,Eastern Europe,6427850092,473703.1998
2021-12,Iceland,Northern Europe,452974176.8,34718.81769
2021-12,India,Southern Asia,49406666391,3309532.203
2021-12,Indonesia,South-eastern Asia,15004296086,1231808.172
2021-12,"Iran, Islamic Republic of",Southern Asia,4800315917,550251.7549
2021-12,Iraq,Western Asia,2897638081,174490.0705
2021-12,Ireland,Northern Europe,6361798839,317570.8986
2021-12,Israel,Western Asia,4845903774,366636.4978
2021-12,Italy,Southern Europe,26125941310,1727052.489
2021-12,Jamaica,Latin America and the Caribbean,767133686.5,60331.10704
2021-12,Japan,Eastern Asia,31982459308,2112843.302
2021-12,Jersey,Northern Europe,172595564.6,19860.17019
2021-12,Jordan,Western Asia,1880274067,129559.4608
2021-12,Kazakhstan,Central Asia,10173321770,670733.4501
2021-12,Kenya,Sub-Saharan Africa,14115206087,193988.547
2021-12,"Korea, Republic of",Eastern Asia,61901826831,3354872.256
2021-12,Kuwait,Western Asia,1508962906,120830.3895
2021-12,Kyrgyzstan,Central Asia,1163368594,87016.52371
2021-12,Lao People's Democratic Republic,South-eastern Asia,1760660264,153882.376
2021-12,Latvia,Northern Europe,3834586705,273180.9661
2021-12,Lebanon,Western Asia,28854733975,126100.9797
2021-12,Libya,Northern Africa,572479637.1,43142.48832
2021-12,Lithuania,Northern Europe,4094507427,290679.5694
2021-12,Luxembourg,Western Europe,1600930205,147959.5337
2021-12,Macao,Eastern Asia,5939684.458,770.7821802
2021-12,Macao,Other,482986245.8,34509.95997
2021-12,"Macedonia, the former Yugoslav Republic of",Southern Europe,852631789.9,91168.05727
2021-12,Madagascar,Sub-Saharan Africa,150520632.4,10656.1527
2021-12,Malawi,Sub-Saharan Africa,7418333.903,1240.770601
2021-12,Malaysia,South-eastern Asia,12307424791,744142.6753
2021-12,Maldives,Southern Asia,77166817.66,6062.52418
2021-12,Mali,Sub-Saharan Africa,202482085.9,18666.57797
2021-12,Malta,Southern Europe,1135728893,74159.42215
2021-12,Martinique,Latin America and the Caribbean,134753191.5,7689.338259
2021-12,Mauritius,Sub-Saharan Africa,848336137.1,49113.56801
2021-12,Mexico,Latin America and the Caribbean,18944148439,1386300.322
2021-12,"Moldova, Republic of",Eastern Europe,4738476914,307884.8392
2021-12,Mongolia,Eastern Asia,1971920461,164492.7464
2021-12,Montenegro,Southern Europe,445574221.1,33170.74866
2021-12,Morocco,Northern Africa,10492825677,793770.3612
2021-12,Mozambique,Sub-Saharan Africa,145010244.8,7234.67658
2021-12,Myanmar,South-eastern Asia,900258728,64891.01612
2021-12,Namibia,Sub-Saharan Africa,162882369.3,16501.44592
2021-12,Nepal,Southern Asia,1771122028,69373.84821
2021-12,Netherlands,Western Europe,25480351323,1754698.572
2021-12,New Caledonia,Melanesia,566377766.9,38647.87093
2021-12,New Zealand,Australia and New Zealand,5295701498,390921.6583
2021-12,Nicaragua,Latin America and the Caribbean,589564884.4,44275.04256
2021-12,Nigeria,Sub-Saharan Africa,8465603630,727447.669
2021-12,Norway,Northern Europe,6177497344,520754.1678
2021-12,Oman,Western Asia,760888108.3,55969.00021
2021-12,Pakistan,Southern Asia,11643853686,808862.233
2021-12,"Palestine, State of",Western Asia,1144592935,88815.15603
2021-12,Panama,Latin America and the Caribbean,2875407325,227664.8144
2021-12,Paraguay,Latin America and the Caribbean,1782430885,125803.4931
2021-12,Peru,Latin America and the Caribbean,7784847266,587342.6286
2021-12,Philippines,South-eastern Asia,38449366388,3320652.509
2021-12,Poland,Eastern Europe,23066751729,1545841.929
2021-12,Portugal,Southern Europe,10573589586,755183.4815
2021-12,Puerto Rico,Latin America and the Caribbean,1282247660,108192.5776
2021-12,Qatar,Western Asia,1415322416,110846.3701
2021-12,Romania,Eastern Europe,11628584240,859721.0764
2021-12,Russian Federation,Eastern Europe,88448639044,5841288.153
2021-12,Rwanda,Sub-Saharan Africa,55280944.88,9452.353837
2021-12,Réunion,Sub-Saharan Africa,830255240,59032.92209
2021-12,Saint Lucia,Latin America and the Caribbean,226913866.5,22465.59954
2021-12,Saudi Arabia,Western Asia,38971277006,2092881.238
2021-12,Senegal,Sub-Saharan Africa,200258875.7,13050.69138
2021-12,Serbia,Southern Europe,4882121876,372524.5513
2021-12,Seychelles,Sub-Saharan Africa,1007900957,119759.2557
2021-12,Singapore,South-eastern Asia,22069214601,1182353.87
2021-12,Slovakia,Eastern Europe,6406118336,429506.2074
2021-12,Slovenia,Southern Europe,5104527100,308907.8009
2021-12,Somalia,Sub-Saharan Africa,162942691.7,9618.68249
2021-12,South Africa,Sub-Saharan Africa,5888853263,542151.0087
2021-12,Spain,Southern Europe,39328818976,2243066.123
2021-12,Sri Lanka,Southern Asia,4351609637,323659.0643
2021-12,Suriname,Latin America and the Caribbean,247363726.4,17790.7169
2021-12,Sweden,Northern Europe,7789965770,551037.2608
2021-12,Switzerland,Western Europe,18072799805,1026930.128
2021-12,Syrian Arab Republic,Western Asia,378397055.5,23213.40799
2021-12,Taiwan,Eastern Asia,20175256150,1063840.488
2021-12,Tajikistan,Central Asia,120846604.2,11132.50996
2021-12,"Tanzania, United Republic of",Sub-Saharan Africa,445946684,42109.85655
2021-12,Thailand,South-eastern Asia,30586220473,2535715.878
2021-12,Togo,Sub-Saharan Africa,331484018.5,26929.41942
2021-12,Trinidad and Tobago,Latin America and the Caribbean,703295332.6,43247.17712
2021-12,Tunisia,Northern Africa,1447310184,126691.9412
2021-12,Turkey,Western Asia,92810332947,6242712.251
2021-12,Turkmenistan,Central Asia,38539741.92,2346.922806
2021-12,Uganda,Sub-Saharan Africa,279518039.9,19414.43242
2021-12,Ukraine,Eastern Europe,40757501161,2511595.443
2021-12,United Arab Emirates,Western Asia,11113486625,756268.3446
2021-12,United Kingdom,Northern Europe,54214652098,3320955.633
2021-12,United Kingdom,Western Europe,78.43852,2
2021-12,United States,North America,416623.8265,42
2021-12,United States,Northern America,2.34861E+11,14898261.01
2021-12,Uruguay,Latin America and the Caribbean,2846285423,181088.7438
2021-12,Uzbekistan,Central Asia,2612832158,145533.0326
2021-12,"Venezuela, Bolivarian Republic of",Latin America and the Caribbean,17711100043,1326786.587
2021-12,"Venezuela, Bolivarian Republic of",South America,329927.539,7
2021-12,Vietnam,South-eastern Asia,42201429486,2902177.466
2021-12,"Virgin Islands, U.S.",Latin America and the Caribbean,163018633.9,18095.23025
2021-12,Yemen,Western Asia,810988582.3,67641.71668
2021-12,Zambia,Sub-Saharan Africa,89763681.98,7009.452681
2021-12,Zimbabwe,Sub-Saharan Africa,123863523.5,7426.244064
2022-01,Albania,Southern Europe,1047342304,89284.03888
2022-01,Algeria,Northern Africa,4385901700,378016.9421
2022-01,Andorra,Southern Europe,1725087618,59737.65785
2022-01,Angola,Sub-Saharan Africa,242929974.3,22682.68153
2022-01,Argentina,Latin America and the Caribbean,36707231544,3063724.528
2022-01,Armenia,Western Asia,2958014083,164739.005
2022-01,Australia,Australia and New Zealand,21608120654,1844894.686
2022-01,Austria,Western Europe,6962631490,526632.7531
2022-01,Azerbaijan,Western Asia,1785192743,141028.5348
2022-01,Bahamas,Latin America and the Caribbean,282544422.8,23355.17976
2022-01,Bahrain,Western Asia,741465448.7,65153.69074
2022-01,Bangladesh,Southern Asia,4247531497,339703.7208
2022-01,Barbados,Latin America and the Caribbean,79259372.33,6407.936802
2022-01,Belarus,Eastern Europe,7686661325,524512.941
2022-01,Belgium,Western Europe,8420617269,680991.6916
2022-01,Belize,Latin America and the Caribbean,254570349.1,31962.82708
2022-01,Benin,Sub-Saharan Africa,261564061.3,25638.4707
2022-01,"Bolivia, Plurinational State of",Latin America and the Caribbean,2302031722,183075.079
2022-01,Bosnia and Herzegovina,Southern Europe,820507130.7,77105.7944
2022-01,Botswana,Sub-Saharan Africa,112229963.7,9147.028817
2022-01,Brazil,Latin America and the Caribbean,48023604138,3931680.801
2022-01,Brunei Darussalam,South-eastern Asia,225262097.6,22574.50894
2022-01,Bulgaria,Eastern Europe,6819572124,503482.102
2022-01,Burkina Faso,Sub-Saharan Africa,33751779.2,7916.332194
2022-01,Cambodia,South-eastern Asia,3624860717,260391.3191
2022-01,Cameroon,Sub-Saharan Africa,190080906.5,25559.51991
2022-01,Canada,Northern America,28718576082,2730266.358
2022-01,Chile,Latin America and the Caribbean,10015324190,787301.1309
2022-01,China,Eastern Asia,19701086718,1129141.973
2022-01,Colombia,Latin America and the Caribbean,16147750924,1270556.405
2022-01,Congo,Sub-Saharan Africa,389915326.7,27778.94052
2022-01,"Congo, the Democratic Republic of the",Sub-Saharan Africa,170771543.2,14548.79864
2022-01,Costa Rica,Latin America and the Caribbean,2278976044,188145.1281
2022-01,Croatia,Southern Europe,3430980936,309174.9257
2022-01,Cuba,Latin America and the Caribbean,297582557.7,34345.70966
2022-01,Cyprus,Western Asia,1362953109,122144.5254
2022-01,Czech Republic,Eastern Europe,11013538841,849215.2165
2022-01,Côte d'Ivoire,Sub-Saharan Africa,666339228,64128.26248
2022-01,Denmark,Northern Europe,3345951602,302396.4446
2022-01,Dominican Republic,Latin America and the Caribbean,3901680326,330420.6649
2022-01,Ecuador,Latin America and the Caribbean,4578502090,391522.195
2022-01,Egypt,Northern Africa,4316223966,330521.6755
2022-01,El Salvador,Latin America and the Caribbean,1635960183,142676.9142
2022-01,Estonia,Northern Europe,3126498334,270062.3791
2022-01,Ethiopia,Sub-Saharan Africa,746938715.5,63696.27011
2022-01,Fiji,Melanesia,38808378.44,2506.369792
2022-01,Finland,Northern Europe,5293563998,413690.7289
2022-01,France,Western Europe,31348174310,2416312.69
2022-01,French Polynesia,Polynesia,149691229.8,12044.99482
2022-01,Gabon,Sub-Saharan Africa,258954207.5,28447.92576
2022-01,Georgia,Western Asia,3263684969,265917.4987
2022-01,Germany,Western Europe,74280873235,4273264.702
2022-01,Ghana,Sub-Saharan Africa,890082862.7,93834.84344
2022-01,Greece,Southern Europe,5494960868,464134.4919
2022-01,Guadeloupe,Latin America and the Caribbean,278059838.3,22461.77335
2022-01,Guam,Micronesia,30209805.67,1166.258308
2022-01,Guatemala,Latin America and the Caribbean,1192553032,82763.87101
2022-01,Guernsey,Northern Europe,9098208.952,5880.088308
2022-01,Guyana,Latin America and the Caribbean,81083353.64,6848.917838
2022-01,Honduras,Latin America and the Caribbean,1659084188,56003.40708
2022-01,Hong Kong,Eastern Asia,831302784.6,86912.18684
2022-01,Hong Kong,Other,12424923268,891923.5598
2022-01,Hungary,Eastern Europe,5935392047,484729.2713
2022-01,Iceland,Northern Europe,441286103.4,41137.13876
2022-01,India,Southern Asia,40004070400,3174996.467
2022-01,Indonesia,South-eastern Asia,12842059762,1318200.376
2022-01,"Iran, Islamic Republic of",Southern Asia,3506290152,415193.5103
2022-01,Iraq,Western Asia,3337463253,205127.1365
2022-01,Ireland,Northern Europe,5333356275,474904.7244
2022-01,Israel,Western Asia,3815535793,326551.0007
2022-01,Italy,Southern Europe,22281609168,1743760.84
2022-01,Jamaica,Latin America and the Caribbean,453763802,44598.17365
2022-01,Japan,Eastern Asia,23845625254,1806557.461
2022-01,Jersey,Northern Europe,223558830.2,13801.88511
2022-01,Jordan,Western Asia,1345665913,108657.8204
2022-01,Kazakhstan,Central Asia,6876635725,486691.4865
2022-01,Kenya,Sub-Saharan Africa,1852361850,141943.1264
2022-01,"Korea, Republic of",Eastern Asia,43677127952,2894883.254
2022-01,Kuwait,Western Asia,1193981184,103750.0659
2022-01,Kyrgyzstan,Central Asia,900146948.5,75320.76576
2022-01,Lao People's Democratic Republic,South-eastern Asia,501183492.1,38379.85434
2022-01,Latvia,Northern Europe,2929644113,237771.8242
2022-01,Lebanon,Western Asia,3359245711,127850.9566
2022-01,Libya,Northern Africa,338952484.7,27767.01882
2022-01,Lithuania,Northern Europe,3608163829,294428.5903
2022-01,Luxembourg,Western Europe,1106875958,97108.28067
2022-01,Macao,Eastern Asia,7437035.271,1445.571393
2022-01,Macao,Other,362992740.5,32752.5435
2022-01,"Macedonia, the former Yugoslav Republic of",Southern Europe,859642909.7,95464.10661
2022-01,Madagascar,Sub-Saharan Africa,118339541.2,8596.439281
2022-01,Malawi,Sub-Saharan Africa,25653467.96,2145.075869
2022-01,Malaysia,South-eastern Asia,8459424596,622111.14
2022-01,Maldives,Southern Asia,77206458.84,8372.629841
2022-01,Mali,Sub-Saharan Africa,598609381.7,56118.25057
2022-01,Malta,Southern Europe,744400319.4,67952.90573
2022-01,Martinique,Latin America and the Caribbean,52047596.41,4232.327464
2022-01,Mauritius,Sub-Saharan Africa,712404142.1,46655.10511
2022-01,Mexico,Latin America and the Caribbean,14943106393,1275616.649
2022-01,"Moldova, Republic of",Eastern Europe,3992476875,297849.7192
2022-01,Mongolia,Eastern Asia,2117768067,185284.7287
2022-01,Montenegro,Southern Europe,703302921.1,55437.30713
2022-01,Morocco,Northern Africa,8349366541,734411.4663
2022-01,Mozambique,Sub-Saharan Africa,144022801.8,8585.122664
2022-01,Myanmar,South-eastern Asia,729167353.2,53599.60069
2022-01,Namibia,Sub-Saharan Africa,117282208.5,12009.89302
2022-01,Nepal,Southern Asia,1192997686,88975.76372
2022-01,Netherlands,Western Europe,18790338428,1455478.732
2022-01,New Caledonia,Melanesia,496022299.6,39506.9051
2022-01,New Zealand,Australia and New Zealand,4013724351,351893.5889
2022-01,Nicaragua,Latin America and the Caribbean,409850447.8,38000.72639
2022-01,Nigeria,Sub-Saharan Africa,5780386078,631098.2003
2022-01,Norway,Northern Europe,5445520038,486302.3975
2022-01,Oman,Western Asia,711416375,60723.46065
2022-01,Pakistan,Southern Asia,9138544820,689989.0866
2022-01,"Palestine, State of",Western Asia,970312481.6,88357.8557
2022-01,Panama,Latin America and the Caribbean,1971845993,180350.6221
2022-01,Paraguay,Latin America and the Caribbean,1482770705,107229.0078
2022-01,Peru,Latin America and the Caribbean,5946111432,458921.1371
2022-01,Philippines,South-eastern Asia,29649377913,2844662.486
2022-01,Poland,Eastern Europe,20464867814,1570854.732
2022-01,Portugal,Southern Europe,8195586066,654221.4627
2022-01,Puerto Rico,Latin America and the Caribbean,1031805847,87921.68822
2022-01,Qatar,Western Asia,1090358342,102851.0396
2022-01,Romania,Eastern Europe,8906912622,735393.3929
2022-01,Russian Federation,Eastern Europe,73208144622,5321748.579
2022-01,Rwanda,Sub-Saharan Africa,65245038.79,5321.920925
2022-01,Réunion,Sub-Saharan Africa,797855407.6,67190.6814
2022-01,Saint Lucia,Latin America and the Caribbean,179857078,23776.04851
2022-01,Saudi Arabia,Western Asia,7810537764,639164.2213
2022-01,Senegal,Sub-Saharan Africa,210517392.1,17056.12329
2022-01,Serbia,Southern Europe,3861302899,339269.8731
2022-01,Seychelles,Sub-Saharan Africa,790401749,85613.90057
2022-01,Singapore,South-eastern Asia,16575189320,1078818.288
2022-01,Slovakia,Eastern Europe,4917830084,386767.1504
2022-01,Slovenia,Southern Europe,3699822064,256692.6065
2022-01,Somalia,Sub-Saharan Africa,386220992.9,30095.4208
2022-01,South Africa,Sub-Saharan Africa,5410554051,489565.7651
2022-01,Spain,Southern Europe,26033572965,2048781.349
2022-01,Sri Lanka,Southern Asia,3659472969,306650.7999
2022-01,Suriname,Latin America and the Caribbean,205940045.9,17919.23748
2022-01,Sweden,Northern Europe,6360296821,539938.5987
2022-01,Switzerland,Western Europe,13992298269,946304.0692
2022-01,Syrian Arab Republic,Western Asia,291133136.5,24789.38918
2022-01,Taiwan,Eastern Asia,15830456205,1080042.251
2022-01,Tajikistan,Central Asia,125813048.6,10444.56548
2022-01,"Tanzania, United Republic of",Sub-Saharan Africa,432348326.2,36580.7489
2022-01,Thailand,South-eastern Asia,28031320821,2229219.143
2022-01,Togo,Sub-Saharan Africa,430518754,40390.07364
2022-01,Trinidad and Tobago,Latin America and the Caribbean,524622495.9,36316.18628
2022-01,Tunisia,Northern Africa,1318352985,129839.0423
2022-01,Turkey,Western Asia,59747465250,4813390.914
2022-01,Turkmenistan,Central Asia,14258309.54,864.4786952
2022-01,Uganda,Sub-Saharan Africa,218630335.9,18244.83903
2022-01,Ukraine,Eastern Europe,31218301025,2237606.888
2022-01,United Arab Emirates,Western Asia,9570256074,721778.3296
2022-01,United Kingdom,Northern Europe,41543560557,3123587.881
2022-01,United States,North America,395290.252,43
2022-01,United States,Northern America,1.57368E+11,13168049.16
2022-01,Uruguay,Latin America and the Caribbean,2603456345,206702.5267
2022-01,Uzbekistan,Central Asia,2344125509,166579.3689
2022-01,"Venezuela, Bolivarian Republic of",Latin America and the Caribbean,13490029257,1132012.095
2022-01,Vietnam,South-eastern Asia,28823975770,2369472.43
2022-01,"Virgin Islands, U.S.",Latin America and the Caribbean,146049010.6,6644.302686
2022-01,Yemen,Western Asia,788896503,74237.54874
2022-01,Zambia,Sub-Saharan Africa,168347157.9,13079.46238
2022-01,Zimbabwe,Sub-Saharan Africa,122316508.8,8520.849981
2022-02,Albania,Southern Europe,673329724.3,72267.36098
2022-02,Algeria,Northern Africa,3388116999,332285.9879
2022-02,Andorra,Southern Europe,1245196878,68507.82901
2022-02,Angola,Sub-Saharan Africa,199003392.2,25210.29882
2022-02,Argentina,Latin America and the Caribbean,27422142235,2732411.627
2022-02,Armenia,Western Asia,2471656201,175979.1514
2022-02,Australia,Australia and New Zealand,13290427113,1310468.808
2022-02,Austria,Western Europe,5249469063,462569.3981
2022-02,Azerbaijan,Western Asia,1312983230,129809.7845
2022-02,Bahamas,Latin America and the Caribbean,193082408.2,22451.11377
2022-02,Bahrain,Western Asia,539347219.3,54077.66082
